temperature_c,humidity_pct,rainfall_mm_14d,soil_n,soil_p,soil_k,soil_moisture_pct,risk_pct,risk_band
26.13301955828102,66.73836341667598,31.858107094684943,121.47122443445701,58.99966149400407,92.925911892572,83.8004114566981,27.37188902901772,Low
16.72011125631653,45.68398821412843,47.816781756940784,118.8770095812526,51.73307801601795,54.59212113655908,54.27336680946969,9.224448619726925,Low
29.253158370645203,37.53834953584129,0.0,87.0648977718772,35.287982444888094,42.19466263446971,37.80974090404844,4.491647949431661,Low
30.583953014738498,44.49838308001148,45.61031680185468,158.28110594871177,64.36823516487226,57.21796737578966,35.56636176617796,17.39209966276507,Low
10.342753679423145,82.48149840555145,67.62411303615647,124.03309132707187,24.99508280135614,18.63747577398179,45.40764447404672,57.55783920208018,Moderate
14.884743451963773,77.30434827624181,74.92227342139573,86.58864457411406,31.861596824391512,69.198649141733,58.81699538993354,50.51754221481817,Moderate
24.894882822171,62.78595408465631,45.22467606770874,79.97214688828167,12.423194182209315,46.76385346641482,24.102660780864596,26.07581226393785,Low
21.786301853594924,57.26695650864154,13.775360139508546,69.88310926526148,31.78394068346898,56.41207528235817,43.04348677640748,7.683178038695717,Low
23.88239189746998,67.94141348645601,32.12647435510212,80.42410706580179,22.489019504132578,56.05021973417723,50.10583622152822,17.898228733527006,Low
18.02869250698494,49.43148939608455,11.952245415510351,81.43705957965622,65.6816748276332,33.811926162745465,72.86657505173721,14.606977462363147,Low
30.1557858240398,49.2546414509355,16.618767659623213,73.81784052743548,62.13801049378375,54.10450959900032,77.78723985149882,10.683271868846138,Low
29.44454354800264,67.78939455697864,70.65047110819552,77.51105802342833,39.13903410080506,21.015150279981825,45.89434658433283,35.693224464267246,Moderate
24.462214882928514,62.04233089908411,21.467534877338778,43.26274868455875,46.40502160105249,42.940952765558116,30.266171737890826,22.07642058311246,Low
31.89068844877623,80.33505583698339,82.35486315741983,65.11516270056764,27.124313641447003,27.166993661183998,50.242304127005916,58.34251184905543,Moderate
27.272565395764317,69.61180714762668,47.327161802695606,29.095933547055132,2.0,33.08405829029067,50.81534362342397,41.00972366752429,Moderate
17.984952759817332,65.58774521702946,42.75051522195629,99.5051370841047,24.27563862036847,5.0,66.97801670850319,33.09939765627453,Moderate
26.58125548857749,86.78543546708954,56.1293415935868,87.80205687356953,51.46332941330368,44.26863397265559,40.90097641203657,45.35868598483062,Moderate
17.287821794197008,63.80912268019867,39.643614015733135,80.70947681983955,45.88682494084961,67.13853811704746,32.175930090319994,23.500938781997675,Low
30.149152109150908,82.43009455601133,61.84811833158304,116.01817457746199,30.94272107143521,59.444847523018495,47.81366892024089,48.233408469158654,Moderate
23.65051862309623,63.41472768116139,40.30241448674484,54.775974114383416,51.31104539706479,82.09756009442707,42.55825098109203,16.494113307734565,Low
22.705963455183177,59.931163690794115,7.734704438370674,60.120975295645295,29.52511210928373,31.18243495387288,42.13382243514071,12.622065569845514,Low
19.23349318917241,60.55690917917963,12.911603040357424,33.15756152199493,17.45098300164451,43.03261350660866,34.10724951504677,27.219746368909234,Low
32.55778937071821,78.03723984725826,71.03612411451195,120.80566901705217,51.312654858370195,77.92852545096672,27.912637055540245,53.53476320557877,Moderate
22.918293625518384,55.343715574994306,14.83253969669019,106.19364068627726,26.98721039892298,52.835212244629446,57.76575191283539,11.979226861760537,Low
21.00170524485825,64.86190345142215,51.87932915018938,131.53552869761774,56.47901732895133,59.62499869580869,52.22416275992653,22.570420664088655,Low
21.535065146582394,70.2045989042774,63.782097948558345,140.38996617068406,2.0420137741400595,107.85450657108638,35.143389574146845,36.66844779521181,Moderate
27.726164298873442,75.37867641299611,72.49135810003519,70.14726013081695,27.74821728941472,48.64485413002893,61.1189779086732,43.95122222547358,Moderate
26.55810845054855,80.93113815691736,71.42289367868187,60.10980868280147,48.74917652950155,42.89648318757777,18.51836680330366,52.63140824713382,Moderate
26.88912828117192,62.08854019304656,18.612560975754292,22.15868960752224,46.889569545948476,30.17564369703476,41.472087208181456,22.981478219855212,Low
27.01574702105518,68.27614028071378,34.851440426356696,46.57045515028943,34.019444176341835,47.76967670689412,51.44564467830053,28.665113660855866,Low
38.99153320609323,74.22861466605093,69.58446111577986,73.62829010161784,43.17179029533645,80.5442194410596,65.72556670219387,50.88970522163657,Moderate
21.15509488530769,53.54358236896114,19.892083698493735,12.866843278203419,40.52286361342398,69.3394523613635,39.11190989667237,15.333699716692925,Low
20.41430089649924,84.88681770669105,64.42485122131308,47.29339459037898,11.197340721998344,90.81434559531415,65.98459163941766,58.21398343667024,Moderate
18.303590902264858,73.94916736828898,53.045915801983,82.10078304297276,31.45481829651998,64.02106470741295,37.572348500687845,38.08716499064681,Moderate
28.31185595802847,64.94067505444305,48.39106164061439,116.27030918331877,42.0930374440389,5.0,61.143372739094836,28.33055827272148,Low
31.90280604904624,76.98824932521748,38.52791301503725,59.902216888376216,47.11192765323627,70.72710736273774,74.91460813188566,45.30493774867654,Moderate
23.202367796415874,83.21636914577438,78.01300402190107,89.4792914357843,36.82780586512046,57.60638002309001,32.00093547055465,52.68737828573715,Moderate
18.118904661262306,46.52009612857191,17.29495228769407,150.23153549483982,28.064706679183047,55.04276567111061,50.422928848367455,8.815549179813294,Low
18.228631490161323,33.9953269648504,11.243811146749877,21.788473424787533,13.979051541704568,85.45575305270344,56.64991736415308,14.679565243730737,Low
28.55414951477291,52.04071200725631,44.8766127601394,123.00554318736908,51.55005206807575,48.140927002704395,28.091905398435152,16.07373816185101,Low
29.202779198424096,70.92578607391415,38.58106695186167,98.3270436766886,49.57125922877978,69.4917457537349,54.919826828522176,28.35898180984249,Low
27.802079878136364,68.00360188838786,60.18365438722482,129.3285930734326,55.77020925053674,28.081426629571045,38.93734304030609,37.02521310597473,Moderate
19.34143204897914,45.98800746291889,25.68779459781507,118.84123371792867,18.5893262718947,17.04333738152583,34.5133427383599,12.57294321439312,Low
25.625129261467038,51.710169872271635,0.4327464220326789,61.787917172978304,40.196218416752615,40.02989931663438,41.22695772457858,7.498877144287575,Low
24.8168006639851,63.020753805954115,44.8349611934289,85.06305740309917,25.53920721018396,47.158006071115395,40.062583106293516,19.549000821952948,Low
25.53082017710309,41.728121399424204,15.196007403989839,33.88097864234507,38.836080436120284,68.70079584769655,60.81101545178211,10.465428311013497,Low
30.10000144563733,60.97533673958311,25.925007420089457,66.6972271571623,90.0,27.563701758520377,47.98546121097894,19.53081732078908,Low
25.565168841422775,85.18724385297025,64.75249109043091,86.02368143090808,54.26563024086572,92.67401946235977,84.97162717631976,56.65426685522648,Moderate
28.752394941503265,84.39283104771629,61.362095736712035,95.62554446642943,24.39852365414775,30.86005838105584,39.422583918962175,49.09184690379295,Moderate
24.47305348642224,95.68398918761844,78.26849998513936,112.63025937058492,33.45268756336735,52.796731028547356,55.58213257771853,51.66663425569159,Moderate
26.02383579082989,94.40329427529946,63.99332518524339,140.40244234548004,31.482531093867166,55.2907551288188,45.58934699256111,47.62094923620026,Moderate
28.419017580869784,59.387776218150755,16.531767822781923,69.75591074543743,40.2303473518201,62.48129854078573,27.581140820596225,9.758416598096764,Low
13.799909261010335,79.83448844948819,63.49364626236212,125.06689202336727,10.568951177714855,66.26967615912938,73.4470334770802,62.40053313050397,High
21.76230148549889,69.88868587019729,48.15615025285342,94.35559300181049,43.826637798866145,111.55206827578974,49.91309100339048,28.435983768292864,Low
